Year,State,Total_SAT_Takers,Total_Participation_Rate,Mean_Total_Score,Mean_ERW_Score,Mean_Math_Score,Race_Asian_N,Race_Asian_Pct,Race_Asian_Mean_Tot,Race_Asian_Mean_ERW,Race_Asian_Mean_Math,Race_Asian_Met_Both,Race_Asian_Met_ERW,Race_Asian_Met_Math,Race_Black_N,Race_Black_Pct,Race_Black_Mean_Tot,Race_Black_Mean_ERW,Race_Black_Mean_Math,Race_Black_Met_Both,Race_Black_Met_ERW,Race_Black_Met_Math,Race_Hispanic_N,Race_Hispanic_Pct,Race_Hispanic_Mean_Tot,Race_Hispanic_Mean_ERW,Race_Hispanic_Mean_Math,Race_Hispanic_Met_Both,Race_Hispanic_Met_ERW,Race_Hispanic_Met_Math,Race_White_N,Race_White_Pct,Race_White_Mean_Tot,Race_White_Mean_ERW,Race_White_Mean_Math,Race_White_Met_Both,Race_White_Met_ERW,Race_White_Met_Math,Race_Multi_N,Race_Multi_Pct,Race_Multi_Mean_Tot,Race_Multi_Mean_ERW,Race_Multi_Mean_Math,Race_Multi_Met_Both,Race_Multi_Met_ERW,Race_Multi_Met_Math,Race_NoResp_N,Race_NoResp_Pct,Race_NoResp_Mean_Tot,Race_NoResp_Mean_ERW,Race_NoResp_Mean_Math,Race_NoResp_Met_Both,Race_NoResp_Met_ERW,Race_NoResp_Met_Math,Gen_Female_N,Gen_Female_Pct,Gen_Female_Mean_Tot,Gen_Female_Mean_ERW,Gen_Female_Mean_Math,Gen_Female_Met_Both,Gen_Female_Met_ERW,Gen_Female_Met_Math,Gen_Male_N,Gen_Male_Pct,Gen_Male_Mean_Tot,Gen_Male_Mean_ERW,Gen_Male_Mean_Math,Gen_Male_Met_Both,Gen_Male_Met_ERW,Gen_Male_Met_Math,Gen_NoResp_N,Gen_NoResp_Pct,Gen_NoResp_Mean_Tot,Gen_NoResp_Mean_ERW,Gen_NoResp_Mean_Math,Gen_NoResp_Met_Both,Gen_NoResp_Met_ERW,Gen_NoResp_Met_Math,Edu_NoHS_N,Edu_NoHS_Pct,Edu_NoHS_Mean_Tot,Edu_NoHS_Mean_ERW,Edu_NoHS_Mean_Math,Edu_NoHS_Met_Both,Edu_NoHS_Met_ERW,Edu_NoHS_Met_Math,Edu_HS_N,Edu_HS_Pct,Edu_HS_Mean_Tot,Edu_HS_Mean_ERW,Edu_HS_Mean_Math,Edu_HS_Met_Both,Edu_HS_Met_ERW,Edu_HS_Met_Math,Edu_Assoc_N,Edu_Assoc_Pct,Edu_Assoc_Mean_Tot,Edu_Assoc_Mean_ERW,Edu_Assoc_Mean_Math,Edu_Assoc_Met_Both,Edu_Assoc_Met_ERW,Edu_Assoc_Met_Math,Edu_Bach_N,Edu_Bach_Pct,Edu_Bach_Mean_Tot,Edu_Bach_Mean_ERW,Edu_Bach_Mean_Math,Edu_Bach_Met_Both,Edu_Bach_Met_ERW,Edu_Bach_Met_Math,Edu_Grad_N,Edu_Grad_Pct,Edu_Grad_Mean_Tot,Edu_Grad_Mean_ERW,Edu_Grad_Mean_Math,Edu_Grad_Met_Both,Edu_Grad_Met_ERW,Edu_Grad_Met_Math,Edu_NoResp_N,Edu_NoResp_Pct,Edu_NoResp_Mean_Tot,Edu_NoResp_Mean_ERW,Edu_NoResp_Mean_Math,Edu_NoResp_Met_Both,Edu_NoResp_Met_ERW,Edu_NoResp_Met_Math,Loc_City_N,Loc_City_Pct,Loc_City_Mean_Tot,Loc_City_Mean_ERW,Loc_City_Mean_Math,Loc_City_Met_Both,Loc_City_Met_ERW,Loc_City_Met_Math,Loc_Suburb_N,Loc_Suburb_Pct,Loc_Suburb_Mean_Tot,Loc_Suburb_Mean_ERW,Loc_Suburb_Mean_Math,Loc_Suburb_Met_Both,Loc_Suburb_Met_ERW,Loc_Suburb_Met_Math,Loc_TownRural_N,Loc_TownRural_Pct,Loc_TownRural_Mean_Tot,Loc_TownRural_Mean_ERW,Loc_TownRural_Mean_Math,Loc_TownRural_Met_Both,Loc_TownRural_Met_ERW,Loc_TownRural_Met_Math,Loc_Unknown_N,Loc_Unknown_Pct,Loc_Unknown_Mean_Tot,Loc_Unknown_Mean_ERW,Loc_Unknown_Mean_Math,Loc_Unknown_Met_Both,Loc_Unknown_Met_ERW,Loc_Unknown_Met_Math,Inc_Lowest_N,Inc_Lowest_Pct,Inc_Lowest_Mean_Tot,Inc_Lowest_Mean_ERW,Inc_Lowest_Mean_Math,Inc_Lowest_Met_Both,Inc_Lowest_Met_ERW,Inc_Lowest_Met_Math,Inc_2ndLow_N,Inc_2ndLow_Pct,Inc_2ndLow_Mean_Tot,Inc_2ndLow_Mean_ERW,Inc_2ndLow_Mean_Math,Inc_2ndLow_Met_Both,Inc_2ndLow_Met_ERW,Inc_2ndLow_Met_Math,Inc_Middle_N,Inc_Middle_Pct,Inc_Middle_Mean_Tot,Inc_Middle_Mean_ERW,Inc_Middle_Mean_Math,Inc_Middle_Met_Both,Inc_Middle_Met_ERW,Inc_Middle_Met_Math,Inc_2ndHigh_N,Inc_2ndHigh_Pct,Inc_2ndHigh_Mean_Tot,Inc_2ndHigh_Mean_ERW,Inc_2ndHigh_Mean_Math,Inc_2ndHigh_Met_Both,Inc_2ndHigh_Met_ERW,Inc_2ndHigh_Met_Math,Inc_Highest_N,Inc_Highest_Pct,Inc_Highest_Mean_Tot,Inc_Highest_Mean_ERW,Inc_Highest_Mean_Math,Inc_Highest_Met_Both,Inc_Highest_Met_ERW,Inc_Highest_Met_Math,Inc_Unknown_N,Inc_Unknown_Pct,Inc_Unknown_Mean_Tot,Inc_Unknown_Mean_ERW,Inc_Unknown_Mean_Math,Inc_Unknown_Met_Both,Inc_Unknown_Met_ERW,Inc_Unknown_Met_Math,SAT_75th_Total,SAT_75th_ERW,SAT_75th_Math,SAT_75th_Reading,SAT_75th_Writing,SAT_75th_Math_Sub,SAT_75th_Hist_Soc,SAT_75th_Science,SAT_50th_Total,SAT_50th_ERW,SAT_50th_Math,SAT_50th_Reading,SAT_50th_Writing,SAT_50th_Math_Sub,SAT_50th_Hist_Soc,SAT_50th_Science,SAT_25th_Total,SAT_25th_ERW,SAT_25th_Math,SAT_25th_Reading,SAT_25th_Writing,SAT_25th_Math_Sub,SAT_25th_Hist_Soc,SAT_25th_Science,Race_AmInd_N,Race_AmInd_Pct,Race_AmInd_Mean_Tot,Race_AmInd_Mean_ERW,Race_AmInd_Mean_Math,Race_AmInd_Met_Both,Race_AmInd_Met_ERW,Race_AmInd_Met_Math,Race_NatHaw_N,Race_NatHaw_Pct,Race_NatHaw_Mean_Tot,Race_NatHaw_Mean_ERW,Race_NatHaw_Mean_Math,Race_NatHaw_Met_Both,Race_NatHaw_Met_ERW,Race_NatHaw_Met_Math,SAT_IQR_Spread
2023,New,73353.0,0.64,0.0,0.0,0.0,9722.0,0.13,1266.0,622.0,644.0,0.8,0.89,0.82,7847.0,0.11,927.0,474.0,453.0,0.21,0.45,0.23,19007.0,0.26,958.0,486.0,471.0,0.28,0.51,0.3,29141.0,0.4,1127.0,570.0,557.0,0.6,0.83,0.61,2317.0,0.03,1141.0,578.0,563.0,0.6,0.82,0.62,4986.0,0.07,927.0,469.0,458.0,0.24,0.38,0.26,37676.0,0.51,1055.0,537.0,518.0,0.44,0.69,0.45,35088.0,0.48,1078.0,538.0,540.0,0.51,0.68,0.53,8083.0,0.11,899.0,455.0,444.0,0.2,0.34,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3157.0,0.04,1029.0,523.0,506.0,0.4,0.68,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18764.0,0.26,1203.0,604.0,599.0,0.71,0.88,0.72,10931.0,0.15,879.0,446.0,433.0,0.16,0.31,0.17,7354.0,0.1,904.0,458.0,446.0,0.21,0.36,0.23,55784.0,0.76,1082.0,545.0,537.0,0.5,0.71,0.51,7119.0,0.1,1102.0,556.0,546.0,0.54,0.77,0.56,8436.0,0.12,904.0,459.0,445.0,0.2,0.37,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230,620,610,31,31,30.5,31,32,1060,540,520,27,27,26.0,27,27,890,450,430,23,22,21.5,23,22,245.0,0.0,924.0,465.0,458.0,0.24,0.42,0.27,88.0,0.0,965.0,487.0,478.0,0.33,0.48,0.33,340
2023,New,20068.0,0.94,0.0,0.0,0.0,348.0,0.02,1083.0,538.0,545.0,0.47,0.67,0.52,333.0,0.02,881.0,451.0,430.0,0.12,0.34,0.12,12177.0,0.61,873.0,443.0,430.0,0.11,0.3,0.12,4277.0,0.21,994.0,508.0,486.0,0.32,0.58,0.33,463.0,0.02,997.0,509.0,488.0,0.33,0.59,0.35,491.0,0.02,913.0,462.0,451.0,0.21,0.36,0.25,10315.0,0.51,898.0,459.0,439.0,0.14,0.37,0.15,9702.0,0.48,904.0,455.0,449.0,0.18,0.35,0.2,3831.0,0.19,853.0,432.0,421.0,0.09,0.26,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,0.07,907.0,461.0,446.0,0.14,0.39,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2563.0,0.13,1051.0,535.0,516.0,0.43,0.66,0.45,3712.0,0.18,838.0,425.0,413.0,0.08,0.22,0.09,6468.0,0.32,938.0,478.0,461.0,0.22,0.45,0.24,2109.0,0.11,896.0,456.0,440.0,0.15,0.36,0.17,11140.0,0.56,875.0,444.0,432.0,0.12,0.3,0.13,3193.0,0.16,849.0,430.0,419.0,0.08,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,510,500,26,25,25.0,26,26,870,440,430,22,22,21.5,22,22,770,390,380,20,19,19.0,19,20,1957.0,0.1,820.0,412.0,408.0,0.04,0.16,0.07,22.0,0.0,790.0,407.0,383.0,0.0,0.14,0.0,230
2023,New,128296.0,0.62,0.0,0.0,0.0,16532.0,0.13,1180.0,576.0,604.0,0.67,0.79,0.72,15932.0,0.12,925.0,472.0,453.0,0.21,0.45,0.22,32024.0,0.25,953.0,483.0,469.0,0.26,0.49,0.28,43407.0,0.34,1143.0,574.0,569.0,0.65,0.85,0.67,3758.0,0.03,1130.0,570.0,560.0,0.6,0.79,0.61,15800.0,0.12,875.0,442.0,433.0,0.16,0.29,0.18,65486.0,0.51,1032.0,523.0,509.0,0.41,0.64,0.43,62044.0,0.48,1044.0,520.0,524.0,0.46,0.62,0.49,25909.0,0.2,881.0,445.0,435.0,0.16,0.31,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6592.0,0.05,1034.0,522.0,511.0,0.41,0.68,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28270.0,0.22,1180.0,593.0,587.0,0.69,0.86,0.71,27699.0,0.22,887.0,447.0,440.0,0.17,0.32,0.2,68310.0,0.53,968.0,487.0,480.0,0.3,0.48,0.32,40687.0,0.32,1118.0,560.0,557.0,0.59,0.8,0.61,12024.0,0.09,1112.0,558.0,555.0,0.6,0.82,0.63,30024.0,0.23,948.0,478.0,470.0,0.27,0.44,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,600,600,30,30,30.0,30,31,1030,520,510,26,25,25.5,26,26,860,440,420,22,21,21.0,22,22,669.0,0.01,943.0,473.0,471.0,0.24,0.43,0.29,174.0,0.0,915.0,462.0,453.0,0.2,0.35,0.21,340
2023,North,27803.0,0.24,0.0,0.0,0.0,2587.0,0.09,1270.0,624.0,646.0,0.82,0.9,0.85,3967.0,0.14,971.0,495.0,477.0,0.28,0.55,0.3,2831.0,0.1,1055.0,535.0,520.0,0.47,0.7,0.49,16059.0,0.58,1161.0,589.0,571.0,0.68,0.89,0.7,1295.0,0.05,1140.0,578.0,563.0,0.62,0.83,0.64,887.0,0.03,1032.0,523.0,509.0,0.41,0.61,0.43,14640.0,0.53,1118.0,572.0,546.0,0.57,0.82,0.58,12944.0,0.47,1137.0,568.0,569.0,0.64,0.8,0.66,929.0,0.03,1033.0,523.0,511.0,0.43,0.62,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,0.05,1045.0,532.0,513.0,0.43,0.71,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9694.0,0.35,1203.0,608.0,595.0,0.74,0.9,0.76,1449.0,0.05,984.0,498.0,486.0,0.33,0.54,0.35,11882.0,0.43,1135.0,574.0,561.0,0.61,0.8,0.63,6717.0,0.24,1130.0,571.0,559.0,0.63,0.84,0.65,7551.0,0.27,1101.0,558.0,544.0,0.57,0.79,0.59,1676.0,0.06,1000.0,506.0,494.0,0.37,0.56,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270,650,630,32,33,31.5,32,33,1130,570,560,29,29,28.0,29,29,990,500,480,25,24,24.0,25,25,152.0,0.01,984.0,500.0,484.0,0.31,0.62,0.34,25.0,0.0,1023.0,514.0,509.0,0.4,0.72,0.4,280
2023,North,83.0,0.01,0.0,0.0,0.0,11.0,0.13,1311.0,654.0,657.0,0.82,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.59,1311.0,666.0,645.0,0.88,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.52,1253.0,645.0,608.0,0.77,1.0,0.77,40.0,0.48,1322.0,660.0,662.0,0.9,0.98,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.42,1355.0,687.0,668.0,0.97,1.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.41,1322.0,668.0,654.0,0.94,1.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.43,1229.0,623.0,606.0,0.69,0.97,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,720,700,36,36,35.0,36,36,1300,670,630,33,33,31.5,33,33,1150,570,580,28,29,29.0,29,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270
2023,Ohio,23823.0,0.18,0.0,0.0,0.0,1625.0,0.07,1238.0,603.0,635.0,0.77,0.85,0.81,3862.0,0.16,883.0,448.0,436.0,0.14,0.33,0.15,1977.0,0.08,956.0,484.0,471.0,0.26,0.46,0.28,13376.0,0.56,1098.0,552.0,546.0,0.55,0.76,0.57,1138.0,0.05,1060.0,535.0,525.0,0.46,0.67,0.48,1665.0,0.07,899.0,456.0,442.0,0.17,0.36,0.18,11806.0,0.5,1037.0,527.0,510.0,0.41,0.64,0.43,11925.0,0.5,1050.0,522.0,528.0,0.46,0.62,0.49,2789.0,0.12,913.0,463.0,450.0,0.19,0.39,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.05,999.0,505.0,495.0,0.34,0.58,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5521.0,0.23,1196.0,599.0,597.0,0.73,0.86,0.74,4429.0,0.19,890.0,451.0,440.0,0.15,0.34,0.17,5332.0,0.22,932.0,474.0,459.0,0.24,0.41,0.26,14789.0,0.62,1075.0,538.0,537.0,0.5,0.7,0.52,2552.0,0.11,1054.0,531.0,524.0,0.45,0.67,0.48,2265.0,0.1,992.0,499.0,493.0,0.33,0.52,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,610,600,30,31,30.0,30,31,1030,520,520,26,25,26.0,26,26,870,440,430,22,21,21.5,22,22,157.0,0.01,929.0,466.0,464.0,0.24,0.43,0.26,23.0,0.0,912.0,448.0,463.0,0.3,0.43,0.3,330
2023,Oklahoma,8158.0,0.18,0.0,0.0,0.0,350.0,0.04,1125.0,557.0,568.0,0.55,0.71,0.6,1024.0,0.13,843.0,429.0,414.0,0.08,0.25,0.09,1352.0,0.17,917.0,465.0,452.0,0.18,0.4,0.2,3894.0,0.48,983.0,502.0,480.0,0.3,0.55,0.32,952.0,0.12,978.0,501.0,477.0,0.29,0.55,0.31,208.0,0.03,873.0,447.0,426.0,0.14,0.32,0.14,4098.0,0.5,946.0,487.0,460.0,0.22,0.49,0.23,4011.0,0.49,959.0,484.0,475.0,0.28,0.47,0.3,1257.0,0.15,845.0,431.0,415.0,0.08,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.05,944.0,483.0,462.0,0.23,0.47,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,0.14,1114.0,569.0,544.0,0.55,0.77,0.56,1963.0,0.24,848.0,432.0,416.0,0.07,0.25,0.08,3187.0,0.39,930.0,472.0,458.0,0.22,0.43,0.24,3992.0,0.49,952.0,486.0,466.0,0.24,0.48,0.26,658.0,0.08,1006.0,518.0,489.0,0.33,0.62,0.35,913.0,0.11,873.0,443.0,430.0,0.13,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,550,530,28,28,26.5,28,28,920,470,460,23,24,23.0,23,23,800,410,390,20,20,19.5,20,20,352.0,0.04,910.0,465.0,445.0,0.14,0.41,0.16,26.0,0.0,818.0,419.0,399.0,0.04,0.19,0.04,280
2023,Oregon,10020.0,0.24,0.0,0.0,0.0,971.0,0.1,1228.0,606.0,622.0,0.75,0.87,0.79,218.0,0.02,969.0,502.0,467.0,0.3,0.57,0.3,1396.0,0.14,1014.0,519.0,495.0,0.36,0.63,0.38,5824.0,0.58,1153.0,590.0,563.0,0.64,0.89,0.65,729.0,0.07,1170.0,599.0,571.0,0.66,0.9,0.67,755.0,0.08,1017.0,519.0,498.0,0.37,0.61,0.39,5099.0,0.51,1109.0,572.0,536.0,0.53,0.82,0.54,4764.0,0.48,1142.0,574.0,568.0,0.63,0.82,0.65,956.0,0.1,1018.0,524.0,494.0,0.37,0.65,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.04,1058.0,540.0,518.0,0.43,0.76,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3271.0,0.33,1223.0,622.0,601.0,0.77,0.94,0.78,1129.0,0.11,997.0,511.0,486.0,0.33,0.6,0.35,5207.0,0.52,1130.0,578.0,551.0,0.58,0.83,0.6,1751.0,0.17,1185.0,599.0,586.0,0.7,0.89,0.71,2649.0,0.26,1073.0,546.0,527.0,0.49,0.74,0.51,1655.0,0.17,1098.0,560.0,537.0,0.51,0.74,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270,650,620,33,33,31.0,32,33,1120,580,550,29,29,27.5,29,29,980,500,480,25,24,24.0,25,25,86.0,0.01,987.0,506.0,481.0,0.33,0.6,0.37,41.0,0.0,928.0,472.0,455.0,0.2,0.39,0.2,290
2023,Pennsylvania,69075.0,0.48,0.0,0.0,0.0,5041.0,0.07,1212.0,596.0,615.0,0.72,0.84,0.75,6711.0,0.1,906.0,466.0,440.0,0.16,0.42,0.18,6245.0,0.09,981.0,502.0,478.0,0.3,0.57,0.32,43857.0,0.63,1120.0,568.0,552.0,0.59,0.85,0.61,2619.0,0.04,1094.0,558.0,536.0,0.52,0.79,0.53,4218.0,0.06,906.0,462.0,444.0,0.23,0.39,0.24,36900.0,0.53,1063.0,545.0,518.0,0.46,0.75,0.47,31657.0,0.46,1095.0,549.0,547.0,0.56,0.75,0.59,4807.0,0.07,901.0,460.0,441.0,0.21,0.37,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3987.0,0.06,1040.0,530.0,510.0,0.42,0.73,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19144.0,0.28,1176.0,595.0,582.0,0.69,0.88,0.7,7050.0,0.1,894.0,456.0,438.0,0.19,0.37,0.21,14949.0,0.22,946.0,484.0,462.0,0.26,0.48,0.28,38291.0,0.55,1127.0,569.0,557.0,0.6,0.83,0.62,13184.0,0.19,1089.0,551.0,537.0,0.53,0.81,0.55,4826.0,0.07,965.0,491.0,474.0,0.31,0.52,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220,620,600,31,31,30.0,31,32,1080,550,530,28,27,26.5,27,28,930,470,450,24,23,22.5,24,24,336.0,0.0,963.0,485.0,477.0,0.28,0.51,0.3,48.0,0.0,854.0,434.0,420.0,0.21,0.31,0.21,290
2023,Puerto Rico,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1005.0,516.0,489.0,0.25,0.58,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147.0,0.97,973.0,509.0,464.0,0.21,0.61,0.22,31.0,0.01,1085.0,562.0,523.0,0.48,0.77,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.01,926.0,479.0,448.0,0.24,0.55,0.24,1678.0,0.52,973.0,514.0,459.0,0.2,0.64,0.2,1534.0,0.47,974.0,504.0,470.0,0.24,0.57,0.25,52.0,0.03,878.0,458.0,419.0,0.08,0.44,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.05,866.0,453.0,412.0,0.08,0.38,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0,0.4,1021.0,534.0,486.0,0.31,0.72,0.32,114.0,0.04,939.0,491.0,448.0,0.13,0.52,0.13,59.0,0.02,866.0,459.0,407.0,0.03,0.37,0.03,167.0,0.05,892.0,466.0,426.0,0.1,0.44,0.11,48.0,0.01,948.0,486.0,463.0,0.19,0.5,0.23,1667.0,0.52,992.0,519.0,473.0,0.25,0.66,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080,570,520,29,29,26.0,28,28,950,500,450,25,25,22.5,25,25,850,440,400,22,22,20.0,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230
